26,2019-02-11 14:07:57,1
26,2019-02-11 14:08:17,0
26,2019-02-11 14:08:24,1
26,2019-02-11 14:08:25,0
26,2019-02-11 14:08:26,1
26,2019-02-11 14:08:53,0
27,2019-02-11 14:20:52,1
27,2019-02-11 14:22:37,1
27,2019-02-11 14:22:59,1
27,2019-02-11 14:23:39,1
27,2019-02-11 14:23:40,1
27,2019-02-11 14:23:41,1
27,2019-02-11 14:23:41,1
28,2019-02-11 14:33:26,1
27,2019-02-11 14:33:29,1
29,2019-02-11 15:44:30,1
29,2019-02-11 15:44:30,0
28,2019-02-11 15:45:40,0
26,2019-02-11 18:54:49,1
26,2019-02-11 19:07:41,0
26,2019-02-11 19:07:43,1
26,2019-02-11 19:09:56,0
29,2019-02-11 20:27:43,1
28,2019-02-11 20:27:44,1
29,2019-02-11 20:27:44,0
28,2019-02-11 20:27:56,0
26,2019-02-11 21:07:56,1
26,2019-02-11 21:07:57,0
26,2019-02-12 00:17:02,1
26,2019-02-12 00:17:05,0
27,2019-02-12 00:38:46,1
28,2019-02-12 00:43:31,1
29,2019-02-12 00:47:40,1
29,2019-02-12 00:49:12,0
29,2019-02-12 00:55:08,1
29,2019-02-12 00:56:30,0
28,2019-02-12 00:56:40,0
27,2019-02-12 00:58:44,1
26,2019-02-12 01:30:39,1
27,2019-02-12 01:39:41,1
28,2019-02-12 01:44:38,1
29,2019-02-12 01:53:54,1
26,2019-02-12 01:54:02,0
29,2019-02-12 01:55:43,0
28,2019-02-12 02:01:37,0
27,2019-02-12 02:01:39,1
26,2019-02-12 03:52:51,1
27,2019-02-12 04:08:14,1
28,2019-02-12 04:17:09,1
28,2019-02-12 04:23:40,0
26,2019-02-12 04:24:59,0
26,2019-02-12 04:53:02,1
26,2019-02-12 04:53:50,0
26,2019-02-12 04:56:45,1
26,2019-02-12 04:56:46,0
28,2019-02-12 05:12:45,1
29,2019-02-12 05:20:46,1
29,2019-02-12 05:20:47,0
29,2019-02-12 05:22:10,1
29,2019-02-12 05:22:12,0
28,2019-02-12 05:27:11,0
