26,2019-02-14 15:57:02,1
26,2019-02-14 15:57:05,0
27,2019-02-14 16:18:46,1
28,2019-02-14 16:23:31,1
29,2019-02-14 16:27:40,1
29,2019-02-14 16:29:12,0
29,2019-02-14 16:35:08,1
29,2019-02-14 16:36:30,0
28,2019-02-14 16:36:40,0
27,2019-02-14 16:38:44,1
26,2019-02-14 17:10:39,1
27,2019-02-14 17:19:41,1
28,2019-02-14 17:24:38,1
29,2019-02-14 17:33:54,1
26,2019-02-14 17:34:02,0
29,2019-02-14 17:35:43,0
28,2019-02-14 17:41:37,0
27,2019-02-14 17:41:39,1
26,2019-02-14 19:32:51,1
27,2019-02-14 19:48:14,1
28,2019-02-14 19:57:09,1
28,2019-02-14 20:03:40,0
26,2019-02-14 20:04:59,0
26,2019-02-14 20:33:02,1
26,2019-02-14 20:33:50,0
26,2019-02-14 20:36:45,1
26,2019-02-14 20:36:46,0
28,2019-02-14 20:52:45,1
29,2019-02-14 21:00:46,1
29,2019-02-14 21:00:47,0
29,2019-02-14 21:02:10,1
29,2019-02-14 21:02:12,0
28,2019-02-14 21:07:11,0
