26,2019-01-31 13:38:05,1
27,2019-01-31 13:39:38,1
28,2019-01-31 13:40:00,1
26,2019-01-31 13:40:17,0
26,2019-01-31 13:40:19,1
26,2019-01-31 13:40:21,0
26,2019-01-31 13:40:23,1
29,2019-01-31 13:41:03,1
26,2019-01-31 13:41:17,0
28,2019-01-31 13:42:08,0
29,2019-01-31 13:42:08,0
27,2019-01-31 13:42:09,1
27,2019-01-31 13:42:55,1
26,2019-01-31 13:58:17,1
26,2019-01-31 14:46:56,0
29,2019-01-31 16:00:10,1
29,2019-01-31 16:00:11,0
27,2019-01-31 16:04:36,1
26,2019-01-31 17:58:14,1
26,2019-01-31 17:58:38,0
26,2019-01-31 17:58:46,1
26,2019-01-31 17:59:27,0
26,2019-01-31 17:59:28,1
26,2019-01-31 18:00:42,0
27,2019-01-31 18:06:04,1
27,2019-01-31 18:06:13,1
26,2019-01-31 18:08:22,1
26,2019-01-31 18:09:35,0
27,2019-01-31 18:09:44,1
26,2019-01-31 18:18:36,1
28,2019-01-31 18:19:59,1
26,2019-01-31 18:20:58,0
28,2019-01-31 18:22:12,0
27,2019-01-31 18:22:13,1
26,2019-01-31 18:50:02,1
26,2019-01-31 18:50:06,0
26,2019-01-31 18:50:08,1
26,2019-01-31 18:51:02,0
26,2019-01-31 18:51:15,1
28,2019-01-31 19:00:44,1
28,2019-01-31 19:02:18,0
26,2019-01-31 19:06:17,0
26,2019-01-31 19:06:21,1
27,2019-01-31 19:06:26,1
26,2019-01-31 19:09:42,0
26,2019-01-31 19:09:44,1
26,2019-01-31 19:10:23,0
26,2019-01-31 19:10:25,1
28,2019-01-31 19:10:33,1
26,2019-01-31 19:12:24,0
26,2019-01-31 19:12:26,1
26,2019-01-31 19:12:30,0
26,2019-01-31 19:12:31,1
26,2019-01-31 19:12:33,0
27,2019-01-31 19:12:34,1
26,2019-01-31 19:12:37,1
26,2019-01-31 19:13:31,0
26,2019-01-31 19:13:34,1
27,2019-01-31 19:13:40,1
26,2019-01-31 19:14:58,0
27,2019-01-31 19:14:58,1
26,2019-01-31 19:14:59,1
26,2019-01-31 19:15:26,0
26,2019-01-31 19:15:28,1
27,2019-01-31 19:15:36,1
26,2019-01-31 19:17:16,0
27,2019-01-31 19:17:16,1
26,2019-01-31 19:17:22,1
26,2019-01-31 19:17:53,0
26,2019-01-31 19:17:55,1
27,2019-01-31 19:18:03,1
26,2019-01-31 19:25:32,0
29,2019-01-31 19:26:02,1
28,2019-01-31 19:26:03,0
29,2019-01-31 19:27:13,0
26,2019-01-31 19:59:45,1
27,2019-01-31 20:02:46,1
28,2019-01-31 20:12:56,1
28,2019-01-31 20:20:13,0
29,2019-01-31 20:22:50,1
29,2019-01-31 20:24:00,0
29,2019-01-31 20:24:12,1
29,2019-01-31 20:24:59,0
29,2019-01-31 20:25:34,1
29,2019-01-31 20:26:45,0
29,2019-01-31 20:26:57,1
29,2019-01-31 20:27:47,0
29,2019-01-31 20:28:19,1
29,2019-01-31 20:29:29,0
29,2019-01-31 20:29:41,1
29,2019-01-31 20:30:52,0
29,2019-01-31 20:31:04,1
29,2019-01-31 20:32:14,0
29,2019-01-31 20:33:10,1
29,2019-01-31 20:34:20,0
29,2019-01-31 20:34:32,1
29,2019-01-31 20:35:05,0
26,2019-01-31 20:35:43,0
29,2019-01-31 20:35:55,1
29,2019-01-31 20:37:05,0
26,2019-01-31 20:27:36,1
26,2019-01-31 20:27:38,0
26,2019-01-31 20:27:41,1
26,2019-01-31 20:27:42,0
27,2019-01-31 20:30:40,1
29,2019-01-31 20:33:02,1
29,2019-01-31 20:34:34,0
27,2019-01-31 21:00:57,1
26,2019-01-31 22:37:41,1
26,2019-01-31 22:37:42,0
26,2019-01-31 22:38:05,1
26,2019-01-31 22:38:07,0
26,2019-01-31 22:38:13,1
26,2019-01-31 22:38:15,0
26,2019-01-31 22:38:18,1
26,2019-01-31 22:38:21,0
26,2019-01-31 22:38:22,1
26,2019-01-31 22:38:23,0
26,2019-01-31 22:38:29,1
26,2019-01-31 22:38:31,0
26,2019-01-31 22:38:34,1
26,2019-01-31 22:38:36,0
26,2019-01-31 22:38:37,1
26,2019-01-31 22:38:39,0
26,2019-01-31 22:38:44,1
26,2019-01-31 22:38:45,0
26,2019-01-31 22:38:46,1
26,2019-01-31 22:38:49,0
26,2019-01-31 22:38:50,1
26,2019-01-31 22:38:54,0
26,2019-01-31 22:38:56,1
26,2019-01-31 22:39:02,0
26,2019-01-31 22:39:05,1
26,2019-01-31 22:39:06,0
26,2019-01-31 22:39:07,1
26,2019-01-31 22:39:08,0
26,2019-01-31 22:39:10,1
26,2019-01-31 22:39:19,0
26,2019-01-31 22:39:41,1
26,2019-01-31 22:39:43,0
26,2019-01-31 22:39:46,1
26,2019-01-31 22:39:48,0
26,2019-01-31 22:39:49,1
26,2019-01-31 22:39:50,0
26,2019-01-31 22:39:53,1
26,2019-01-31 22:40:50,0
26,2019-01-31 22:40:51,1
26,2019-01-31 22:42:05,0
26,2019-01-31 22:42:06,1
26,2019-01-31 22:42:14,0
26,2019-01-31 22:42:19,1
26,2019-01-31 22:42:20,0
26,2019-01-31 22:42:21,1
26,2019-01-31 22:42:22,0
26,2019-01-31 22:42:23,1
26,2019-01-31 22:52:03,0
26,2019-01-31 23:41:08,1
26,2019-01-31 23:41:25,0
26,2019-01-31 23:41:26,1
26,2019-01-31 23:46:37,0
26,2019-01-31 23:50:56,1
26,2019-01-31 23:50:58,0
27,2019-01-31 23:55:11,1
28,2019-02-01 00:03:28,1
26,2019-02-01 00:04:31,1
26,2019-02-01 00:05:50,0
28,2019-02-01 00:08:56,0
29,2019-02-01 00:09:07,1
29,2019-02-01 00:10:29,0
27,2019-02-01 00:11:27,1
26,2019-02-01 00:58:38,1
26,2019-02-01 00:58:43,0
26,2019-02-01 00:58:44,1
26,2019-02-01 00:58:56,0
26,2019-02-01 00:58:59,1
26,2019-02-01 00:59:02,0
26,2019-02-01 00:59:03,1
26,2019-02-01 00:59:04,0
26,2019-02-01 00:59:07,1
26,2019-02-01 00:59:09,0
26,2019-02-01 00:59:10,1
26,2019-02-01 00:59:18,0
26,2019-02-01 00:59:19,1
26,2019-02-01 00:59:23,0
26,2019-02-01 00:59:27,1
26,2019-02-01 00:59:28,0
26,2019-02-01 00:59:29,1
26,2019-02-01 00:59:39,0
26,2019-02-01 00:59:40,1
26,2019-02-01 00:59:45,0
26,2019-02-01 00:59:47,1
26,2019-02-01 00:59:51,0
26,2019-02-01 00:59:52,1
26,2019-02-01 00:59:56,0
26,2019-02-01 00:59:57,1
26,2019-02-01 01:00:07,0
26,2019-02-01 01:00:08,1
26,2019-02-01 01:01:16,0
26,2019-02-01 01:01:17,1
26,2019-02-01 01:01:18,0
26,2019-02-01 01:01:20,1
26,2019-02-01 01:02:32,0
26,2019-02-01 02:55:15,1
26,2019-02-01 02:55:31,0
26,2019-02-01 02:55:32,1
26,2019-02-01 02:55:33,0
26,2019-02-01 02:55:34,1
26,2019-02-01 02:56:15,0
26,2019-02-01 02:56:16,1
26,2019-02-01 02:56:17,0
26,2019-02-01 02:56:19,1
26,2019-02-01 02:56:20,0
26,2019-02-01 02:56:21,1
26,2019-02-01 02:56:27,0
