26,2019-02-09 23:28:05,1
27,2019-02-09 23:29:38,1
28,2019-02-09 23:30:00,1
26,2019-02-09 23:30:17,0
26,2019-02-09 23:30:19,1
26,2019-02-09 23:30:21,0
26,2019-02-09 23:30:23,1
29,2019-02-09 23:31:03,1
26,2019-02-09 23:31:17,0
28,2019-02-09 23:32:08,0
29,2019-02-09 23:32:08,0
27,2019-02-09 23:32:09,1
27,2019-02-09 23:32:55,1
26,2019-02-09 23:48:17,1
26,2019-02-10 00:36:56,0
29,2019-02-10 01:50:10,1
29,2019-02-10 01:50:11,0
27,2019-02-10 01:54:36,1
26,2019-02-10 03:48:14,1
26,2019-02-10 03:48:38,0
26,2019-02-10 03:48:46,1
26,2019-02-10 03:49:27,0
26,2019-02-10 03:49:28,1
26,2019-02-10 03:50:42,0
27,2019-02-10 03:56:04,1
27,2019-02-10 03:56:13,1
26,2019-02-10 03:58:22,1
26,2019-02-10 03:59:35,0
27,2019-02-10 03:59:44,1
26,2019-02-10 04:08:36,1
28,2019-02-10 04:09:59,1
26,2019-02-10 04:10:58,0
28,2019-02-10 04:12:12,0
27,2019-02-10 04:12:13,1
26,2019-02-10 04:40:02,1
26,2019-02-10 04:40:06,0
26,2019-02-10 04:40:08,1
26,2019-02-10 04:41:02,0
26,2019-02-10 04:41:15,1
28,2019-02-10 04:50:44,1
28,2019-02-10 04:52:18,0
26,2019-02-10 04:56:17,0
26,2019-02-10 04:56:21,1
27,2019-02-10 04:56:26,1
26,2019-02-10 04:59:42,0
26,2019-02-10 04:59:44,1
26,2019-02-10 05:00:23,0
26,2019-02-10 05:00:25,1
28,2019-02-10 05:00:33,1
26,2019-02-10 05:02:24,0
26,2019-02-10 05:02:26,1
26,2019-02-10 05:02:30,0
26,2019-02-10 05:02:31,1
26,2019-02-10 05:02:33,0
27,2019-02-10 05:02:34,1
26,2019-02-10 05:02:37,1
26,2019-02-10 05:03:31,0
26,2019-02-10 05:03:34,1
27,2019-02-10 05:03:40,1
26,2019-02-10 05:04:58,0
27,2019-02-10 05:04:58,1
26,2019-02-10 05:04:59,1
26,2019-02-10 05:05:26,0
26,2019-02-10 05:05:28,1
27,2019-02-10 05:05:36,1
26,2019-02-10 05:07:16,0
27,2019-02-10 05:07:16,1
26,2019-02-10 05:07:22,1
26,2019-02-10 05:07:53,0
26,2019-02-10 05:07:55,1
27,2019-02-10 05:08:03,1
26,2019-02-10 05:15:32,0
29,2019-02-10 05:16:02,1
28,2019-02-10 05:16:03,0
29,2019-02-10 05:17:13,0
26,2019-02-10 05:49:45,1
27,2019-02-10 05:52:46,1
28,2019-02-10 06:02:56,1
28,2019-02-10 06:10:13,0
29,2019-02-10 06:12:50,1
29,2019-02-10 06:14:00,0
29,2019-02-10 06:14:12,1
29,2019-02-10 06:14:59,0
29,2019-02-10 06:15:34,1
29,2019-02-10 06:16:45,0
29,2019-02-10 06:16:57,1
29,2019-02-10 06:17:47,0
29,2019-02-10 06:18:19,1
29,2019-02-10 06:19:29,0
29,2019-02-10 06:19:41,1
29,2019-02-10 06:20:52,0
29,2019-02-10 06:21:04,1
29,2019-02-10 06:22:14,0
29,2019-02-10 06:23:10,1
